Time, Altitude - m, Altitude - ft, SpeedofSound - ft/sec, AirDensity - slug/ft3,TransVel - ft/sec,Mach, AoA - rad, AoA - deg, AoS - rad, AoS - deg, u_NED, v_NED, w_NED, u_NED - ft/sec, v_NED - ft/sec, w_NED - ft/sec, phi_rad, theta_rad, psi_rad, phi_deg, theta_deg, psi_deg, roll_rate, pitch_rate, yaw_rate, roll_rate - deg, pitch_rate - deg, yaw_rate - deg 
3.4600000000,9087.8091957344,29808.0141620089,995.3860284226,0.0008974264,65.7674635403,0.1114892211,-1.0506309495,-60.2272518807,0.7188883789,41.2101618499,0.0000000003,0.0000000008,33.8337844371,0.0000000009,0.0000000026,110.9748129538,0.7896246225,0.3833498902,2.0158142998,45.2651057486,21.9754714131,115.5562337457,-0.0856199004,0.1813735670,0.4358768487,-4.9081471572,10.3972108462,24.9865709439
3.4700000000,9087.4703689565,29806.9028101774,995.3907970053,0.0008974630,65.9575452551,0.1118109125,-1.0525103347,-60.3349873408,0.7203066230,41.2914624678,0.0000000003,0.0000000008,33.9315711453,0.0000000009,0.0000000026,111.2955533566,0.7905181318,0.3815272468,2.0205046423,45.3163260280,21.8709886726,115.8251068861,-0.0857507801,0.1803382108,0.4355971569,-4.9156498169,10.3378592201,24.9705376575
3.4800000000,9087.1305643115,29805.7882509416,995.3955793503,0.0008974997,66.1476269902,0.1121325994,-1.0544113598,-60.4439633010,0.7217144030,41.3721632265,0.0000000003,0.0000000008,34.0293578639,0.0000000009,0.0000000026,111.6162937936,0.7913967421,0.3796954675,2.0251797612,45.3666922196,21.7659822115,116.0931073303,-0.0858778224,0.1793045942,0.4353162221,-4.9229324968,10.2786073110,24.9544331113
3.4900000000,9086.7897817992,29804.6704843014,995.4003754576,0.0008975366,66.3377087456,0.1124542817,-1.0563339380,-60.5541747917,0.7231116567,41.4522605739,0.0000000003,0.0000000008,34.1271445929,0.0000000009,0.0000000026,111.9370342649,0.7922605131,0.3778546556,2.0298396971,45.4162077563,21.6604579649,116.3602374144,-0.0860010431,0.1782727496,0.4350340416,-4.9299961017,10.2194569821,24.9382571641
3.5000000000,9086.4480214196,29803.5495102562,995.4051853272,0.0008975736,66.5277905213,0.1127759594,-1.0582779808,-60.6656167312,0.7244983227,41.5317509803,0.0000000003,0.0000000008,34.2249313325,0.0000000009,0.0000000026,112.2577747705,0.7931095056,0.3760049143,2.0344844918,45.4648761185,21.5544218394,116.6264995309,-0.0861204581,0.1772427092,0.4347506133,-4.9368415446,10.1604100812,24.9220096816
3.5100000000,9086.1052831725,29802.4253288059,995.4100089592,0.0008976106,66.7178723176,0.1130976324,-1.0602433974,-60.7782839252,0.7258743397,41.6106309390,0.0000000003,0.0000000008,34.3227180825,0.0000000009,0.0000000026,112.5785153107,0.7939437812,0.3741463461,2.0391141880,45.5127008321,21.4478797127,116.8918961276,-0.0862360834,0.1762145050,0.4344659349,-4.9434697463,10.1014684406,24.9056905365
3.5200000000,9085.7615670579,29801.2979399499,995.4148463534,0.0008976478,66.9079541343,0.1134193008,-1.0622300953,-60.8921710674,0.7272396471,41.6888969672,0.0000000003,0.0000000008,34.4205048431,0.0000000009,0.0000000026,112.8992558855,0.7947634020,0.3722790530,2.0437288293,45.5596854674,21.3408374334,117.1564297057,-0.0863479352,0.1751881687,0.4341800043,-4.9498816355,10.0426338773,24.8892996083
3.5300000000,9085.4168730756,29800.1673436880,995.4196975100,0.0008976851,67.0980359716,0.1137409645,-1.0642379800,-61.0072727385,0.7285941845,41.7665456065,0.0000000003,0.0000000008,34.5182916143,0.0000000009,0.0000000026,113.2199964949,0.7955684312,0.3704031365,2.0483284603,45.6058336380,21.2333008210,117.4201028194,-0.0864560299,0.1741637318,0.4338928194,-4.9560781485,9.9839081926,24.8728367830
3.5400000000,9085.0712012256,29799.0335400199,995.4245624289,0.0008977225,67.2881178294,0.1140626236,-1.0662669550,-61.1235834062,0.7299378919,41.8435734238,0.0000000003,0.0000000008,34.6160783961,0.0000000009,0.0000000026,113.5407371391,0.7963589325,0.3685186977,2.0529131264,45.6511489988,21.1252756655,117.6829180738,-0.0865603840,0.1731412253,0.4336043785,-4.9620602293,9.9252931724,24.8563019537
3.5500000000,9084.7245515077,29797.8965289451,995.4294411102,0.0008977600,67.4781997080,0.1143842779,-1.0683169218,-61.2410974255,0.7312707101,41.9199770118,0.0000000003,0.0000000008,34.7138651885,0.0000000009,0.0000000026,113.8614778183,0.7971349704,0.3666258370,2.0574828739,45.6956352452,21.0167677275,117.9448781243,-0.0866610140,0.1721206802,0.4333146798,-4.9678288294,9.8667905868,24.8396950200
3.5600000000,9084.3769239218,29796.7563104634,995.4343335537,0.0008977976,67.6682816073,0.1147059275,-1.0703877799,-61.3598090381,0.7325925799,41.9957529897,0.0000000003,0.0000000008,34.8116519916,0.0000000009,0.0000000026,114.1822185324,0.7978966099,0.3647246544,2.0620377501,45.7392961114,20.9077827377,118.2059856748,-0.0867579367,0.1711021271,0.4330237216,-4.9733849077,9.8084021903,24.8230158881
3.5700000000,9084.0283184678,29795.6128845744,995.4392397596,0.0008978353,67.8583635274,0.1150275725,-1.0724794269,-61.4797123727,0.7339034430,42.0708980041,0.0000000003,0.0000000008,34.9094388053,0.0000000009,0.0000000026,114.5029592815,0.7986439170,0.3628152494,2.0665778029,45.7821353696,20.7983263967,118.4662434771,-0.0868511690,0.1700855963,0.4327315024,-4.9787294304,9.7501297217,24.8062644710
3.5800000000,9083.6787351456,29794.4662512777,995.4441597278,0.0008978731,68.0484454683,0.1153492127,-1.0745917585,-61.6008014448,0.7352032412,42.1454087294,0.0000000003,0.0000000008,35.0072256298,0.0000000009,0.0000000026,114.8237000659,0.7993769580,0.3608977208,2.0711030811,45.8241568281,20.6884043754,118.7256543292,-0.0869407277,0.1690711178,0.4324380209,-4.9838633709,9.6919749038,24.7894406883
3.5900000000,9083.3281739552,29793.3164105729,995.4490934583,0.0008979110,68.2385274301,0.1156708481,-1.0767246683,-61.7230701567,0.7364919170,42.2192818686,0.0000000003,0.0000000008,35.1050124651,0.0000000009,0.0000000026,115.1444408855,0.8000958000,0.3589721670,2.0756136343,45.8653643303,20.5780223141,118.9842210740,-0.0870266300,0.1680587214,0.4321432757,-4.9887877097,9.6339394438,24.7725444659
3.6000000000,9082.9766348963,29792.1633624598,995.4540409512,0.0008979490,68.4286094129,0.1159924788,-1.0788780479,-61.8465122975,0.7377694136,42.2925141542,0.0000000003,0.0000000008,35.2027993111,0.0000000009,0.0000000026,115.4651817405,0.8008005106,0.3570386860,2.0801095129,45.9057617536,20.4671858231,119.2419465988,-0.0871088932,0.1670484367,0.4318472656,-4.9935034344,9.5760250328,24.7555757363
3.6100000000,9082.6241179689,29791.0071069380,995.4590022064,0.0008979871,68.6186914168,0.1163141047,-1.0810517869,-61.9711215433,0.7390356743,42.3651023486,0.0000000003,0.0000000008,35.3005861680,0.0000000009,0.0000000026,115.7859226310,0.8014911580,0.3550973751,2.0845907680,45.9453530077,20.3559004820,119.4988338334,-0.0871875346,0.1660402928,0.4315499897,-4.9980115393,9.5182333461,24.7385344387
3.6200000000,9082.2706231729,29789.8476440071,995.4639772240,0.0008980254,68.8087734417,0.1166357259,-1.0832457732,-62.0968914570,0.7402906433,42.4370432448,0.0000000003,0.0000000008,35.3983730357,0.0000000009,0.0000000026,116.1066635570,0.8021678110,0.3531483310,2.0890574514,45.9841420337,20.2441718400,119.7548857492,-0.0872625717,0.1650343187,0.4312514468,-5.0023130256,9.4605660428,24.7214205183
3.6300000000,9081.9161505082,29788.6849736667,995.4689660038,0.0008980637,68.9988554877,0.1169573422,-1.0854598924,-62.2238154890,0.7415342651,42.5083336674,0.0000000003,0.0000000008,35.4961599142,0.0000000009,0.0000000026,116.4274045187,0.8028305389,0.3511916500,2.0935096157,46.0221328030,20.1320054155,120.0101053583,-0.0873340219,0.1640305431,0.4309516363,-5.0064089012,9.4030247662,24.7042339269
3.6400000000,9081.5606999746,29787.5190959166,995.4739685460,0.0008981021,69.1889375550,0.1172789537,-1.0876940284,-62.3518869767,0.7427664849,42.5789704729,0.0000000003,0.0000000008,35.5939468037,0.0000000009,0.0000000026,116.7481455162,0.8034794114,0.3492274279,2.0979473141,46.0593293155,20.0194066961,120.2644957119,-0.0874019032,0.1630289944,0.4306505573,-5.0103001806,9.3456111434,24.6869746227
3.6500000000,9081.2042715720,29786.3500107563,995.4789848506,0.0008981407,69.3790196435,0.1176005605,-1.0899480629,-62.4810991452,0.7439872485,42.6489505506,0.0000000003,0.0000000008,35.6917337041,0.0000000009,0.0000000026,117.0688865496,0.8041144988,0.3472557599,2.1023706005,46.0957355990,19.9063811389,120.5180598995,-0.0874662331,0.1620297006,0.4303482093,-5.0139878847,9.2883267854,24.6696425700
3.6600000000,9080.8468653005,29785.1777181855,995.4840149175,0.0008981793,69.5691017533,0.1179221623,-1.0922218758,-62.6114451071,0.7451965021,42.7182708233,0.0000000003,0.0000000008,35.7895206155,0.0000000009,0.0000000026,117.3896276189,0.8047358718,0.3452767405,2.1067795294,46.1313557078,19.7929341696,120.7708010477,-0.0875270297,0.1610326896,0.4300445917,-5.0174730409,9.2311732870,24.6522377395
3.6700000000,9080.4884811597,29784.0022182038,995.4890587467,0.0008982181,69.7591838845,0.1182437594,-1.0945153449,-62.7429178632,0.7463941928,42.7869282477,0.0000000003,0.0000000008,35.8873075379,0.0000000009,0.0000000026,117.7103687243,0.8053436016,0.3432904640,2.1111741560,46.1661937213,19.6790711833,121.0227223190,-0.0875843110,0.1600379888,0.4297397041,-5.0207566827,9.1741522268,24.6347601079
3.6800000000,9080.1291191497,29782.8235108109,995.4941163383,0.0008982570,69.9492660371,0.1185653515,-1.0968283464,-62.8755103026,0.7475802679,42.8549198157,0.0000000003,0.0000000008,35.9850944713,0.0000000009,0.0000000026,118.0311098658,0.8059377597,0.3412970238,2.1155545361,46.2002537434,19.5647975439,121.2738269111,-0.0876380952,0.1590456257,0.4294335463,-5.0238398499,9.1172651674,24.6172096582
3.6900000000,9079.7687792702,29781.6415960064,995.4991876922,0.0008982959,70.1393482112,0.1188869388,-1.0991607541,-63.0092152031,0.7487546757,42.9222425543,0.0000000003,0.0000000008,36.0828814157,0.0000000009,0.0000000026,118.3518510436,0.8065184183,0.3392965131,2.1199207261,46.2335399008,19.4501185843,121.5241180551,-0.0876884004,0.1580556271,0.4291261180,-5.0267235883,9.0605136547,24.5995863793
3.7000000000,9079.4074615213,29780.4564737899,995.5042728085,0.0008983350,70.3294304068,0.1192085212,-1.1015124401,-63.1440252315,0.7499173649,42.9888935267,0.0000000003,0.0000000008,36.1806683713,0.0000000009,0.0000000026,118.6725922578,0.8070856495,0.3372890242,2.1242727828,46.2660563421,19.3350396062,121.7735990153,-0.0877352450,0.1570680197,0.4288174191,-5.0294089497,9.0038992187,24.5818902665
3.7100000000,9079.0451659028,29779.2681441611,995.5093716871,0.0008983742,70.5195126241,0.1195300988,-1.1038832747,-63.2799329439,0.7510682849,43.0548698330,0.0000000003,0.0000000008,36.2784553379,0.0000000009,0.0000000026,118.9933335085,0.8076395262,0.3352746492,2.1286107639,46.2978072368,19.2195658802,122.0222730874,-0.0877786475,0.1560828299,0.4285074497,-5.0318969917,8.9474233728,24.5641213207
3.7200000000,9078.6818924145,29778.0766071196,995.5144843281,0.0008984135,70.7095948630,0.1198516713,-1.1062731259,-63.4169307866,0.7522073858,43.1201686108,0.0000000003,0.0000000008,36.3762423157,0.0000000009,0.0000000026,119.3140747956,0.8081801215,0.3332534795,2.1329347272,46.3287967740,19.1037026459,122.2701435982,-0.0878186265,0.1551000839,0.4281962099,-5.0341887776,8.8910876143,24.5462795491
3.7300000000,9078.3176410564,29776.8818626650,995.5196107314,0.0008984529,70.8996771237,0.1201732390,-1.1086818602,-63.5550110961,0.7533346183,43.1847870358,0.0000000003,0.0000000008,36.4740293047,0.0000000009,0.0000000026,119.6348161195,0.8087075087,0.3312256058,2.1372447314,46.3590291617,18.9874551114,122.5172139040,-0.0878552005,0.1541198075,0.4278836999,-5.0362853765,8.8348934239,24.5283649644
3.7400000000,9077.9524118284,29775.6839107971,995.5247508970,0.0008984924,71.0897594061,0.1204948017,-1.1111093420,-63.6941661000,0.7544499338,43.2487223223,0.0000000003,0.0000000008,36.5718163049,0.0000000009,0.0000000026,119.9555574801,0.8092217616,0.3291911186,2.1415408356,46.3885086251,18.8708284539,122.7634873897,-0.0878883883,0.1531420262,0.4275699201,-5.0381878629,8.7788422659,24.5103775855
3.7500000000,9077.5862047303,29774.4827515153,995.5299048251,0.0008985320,71.2798417104,0.1208163595,-1.1135554337,-63.8343879175,0.7555532845,43.3119717242,0.0000000003,0.0000000008,36.6696033163,0.0000000009,0.0000000026,120.2762988775,0.8097229541,0.3271501075,2.1458230992,46.4172394063,18.7538278192,123.0089674680,-0.0879182087,0.1521667653,0.4272548708,-5.0398973168,8.7229355883,24.4923174369
3.7600000000,9077.2190197620,29773.2783848194,995.5350725154,0.0008985717,71.4699240366,0.1211379123,-1.1160199960,-63.9756685596,0.7566446231,43.3745325356,0.0000000003,0.0000000008,36.7673903390,0.0000000009,0.0000000026,120.5970403119,0.8102111605,0.3251026618,2.1500915822,46.4452257626,18.6364583220,123.2536575785,-0.0879446808,0.1511940497,0.4269385527,-5.0414148233,8.6671748225,24.4741845491
3.7700000000,9076.8508569235,29772.0708107090,995.5402539682,0.0008986115,71.6600063847,0.1214594601,-1.1185028877,-64.1179999305,0.7577239031,43.4364020910,0.0000000003,0.0000000008,36.8651773730,0.0000000009,0.0000000026,120.9177817834,0.8106864554,0.3230488702,2.1543463451,46.4724719661,18.5187250458,123.4975611864,-0.0879678235,0.1502239041,0.4266209663,-5.0427414731,8.6115613836,24.4559789579
3.7800000000,9076.4817162145,29770.8600291836,995.5454491833,0.0008986514,71.8500887549,0.1217810030,-1.1210039657,-64.2613738276,0.7587910788,43.4975777666,0.0000000003,0.0000000008,36.9629644183,0.0000000010,0.0000000026,121.2385232920,0.8111489135,0.3209888209,2.1585874489,46.4989823022,18.4006330431,123.7406817819,-0.0879876559,0.1492563530,0.4263021123,-5.0438783617,8.5560966700,24.4377007051
3.7900000000,9076.1115976351,29769.6460402430,995.5506581607,0.0008986915,72.0401711471,0.1221025408,-1.1235230850,-64.4057819427,0.7598461051,43.5580569804,0.0000000003,0.0000000008,37.0607514750,0.0000000010,0.0000000026,121.5592648379,0.8115986098,0.3189226013,2.1628149547,46.5247610688,18.2821873352,123.9830228789,-0.0880041972,0.1482914204,0.4259819916,-5.0448265896,8.5007820636,24.4193498378
3.8000000000,9075.7405011850,29768.4288438867,995.5558809006,0.0008987316,72.2302535614,0.1224240736,-1.1260600989,-64.5512158625,0.7608889377,43.6178371930,0.0000000003,0.0000000008,37.1585385430,0.0000000010,0.0000000026,121.8800064211,0.8120356194,0.3168502986,2.1670289243,46.5498125755,18.1633929120,124.2245880144,-0.0880174667,0.1473291302,0.4256606051,-5.0455872625,8.4456189300,24.4009264090
3.8100000000,9075.3684268642,29767.2084401145,995.5611174027,0.0008987718,72.4203359980,0.1227456014,-1.1286148589,-64.6976670696,0.7619195331,43.6769159082,0.0000000003,0.0000000008,37.2563256225,0.0000000010,0.0000000026,122.2007480417,0.8124600177,0.3147719992,2.1712294197,46.5741411425,18.0442547329,124.4653807476,-0.0880274838,0.1463695059,0.4253379539,-5.0461614905,8.3906086181,24.3824304769
3.8200000000,9074.9953746725,29765.9848289258,995.5663676673,0.0008988122,72.6104184568,0.1230671241,-1.1311872145,-64.8451269432,0.7629378484,43.7352906737,0.0000000003,0.0000000008,37.3541127134,0.0000000010,0.0000000026,122.5214896999,0.8128718803,0.3126877892,2.1754165035,46.5977510996,17.9247777258,124.7054046589,-0.0880342679,0.1454125707,0.4250140389,-5.0465503886,8.3357524601,24.3638621052
3.8300000000,9074.6213446099,29764.7580103203,995.5716316942,0.0008988526,72.8005009379,0.1233886417,-1.1337770135,-64.9935867600,0.7639438418,43.7929590817,0.0000000003,0.0000000008,37.4518998158,0.0000000010,0.0000000026,122.8422313957,0.8132712828,0.3105977540,2.1795902384,46.6206467855,17.8049667879,124.9446633487,-0.0880378386,0.1444583476,0.4246888616,-5.0467550763,8.2810517719,24.3452213630
3.8400000000,9074.2463366761,29763.5279842977,995.5769094835,0.0008988932,72.9905834413,0.1237101543,-1.1363841020,-65.1430376954,0.7649374719,43.8499187694,0.0000000003,0.0000000008,37.5496869297,0.0000000010,0.0000000026,123.1629731293,0.8136583011,0.3085019784,2.1837506876,46.6428325465,17.6848267855,125.1831604374,-0.0880382154,0.1435068592,0.4243624230,-5.0467766777,8.2265078525,24.3265083247
3.8500000000,9073.8703508712,29762.2947508576,995.5822010351,0.0008989338,73.1806659672,0.1240316618,-1.1390083244,-65.2934708241,0.7659186983,43.9061674194,0.0000000003,0.0000000008,37.6474740551,0.0000000010,0.0000000026,123.4837149007,0.8140330111,0.3064005468,2.1878979146,46.6643127362,17.5643625538,125.4208995635,-0.0880354180,0.1425581280,0.4240347247,-5.0466163210,8.1721219848,24.3077230700
3.8600000000,9073.4933871950,29761.0583099996,995.5875063492,0.0008989746,73.3707485156,0.1243531643,-1.1416495231,-65.4448771215,0.7668874815,43.9617027608,0.0000000003,0.0000000008,37.7452611921,0.0000000010,0.0000000026,123.8044567100,0.8143954888,0.3042935430,2.1920319831,46.6850917140,17.4435788976,125.6578843837,-0.0880294663,0.1416121759,0.4237057680,-5.0462751390,8.1178954345,24.2888656840
3.8700000000,9073.1154456473,29759.8186617233,995.5928254256,0.0008990155,73.5608310865,0.1246746616,-1.1443075391,-65.5972474642,0.7678437826,44.0165225693,0.0000000003,0.0000000008,37.8430483407,0.0000000010,0.0000000026,124.1251985574,0.8147458104,0.3021810503,2.1961529573,46.7051738449,17.3224805907,125.8941185715,-0.0880203800,0.1406690249,0.4233755547,-5.0457542683,8.0638294513,24.2699362565
3.8800000000,9072.7365262281,29758.5758060283,995.5981582644,0.0008990565,73.7509136801,0.1249961537,-1.1469822115,-65.7505726319,0.7687875637,44.0706246680,0.0000000003,0.0000000008,37.9408355009,0.0000000010,0.0000000026,124.4459404429,0.8150840521,0.3000631515,2.2002609015,46.7245634981,17.2010723763,126.1296058165,-0.0880081790,0.1397286963,0.4230440863,-5.0450548498,8.0099252678,24.2509348829
3.8900000000,9072.3566289373,29757.3297429143,995.6035048655,0.0008990976,73.9409962962,0.1253176408,-1.1496733777,-65.9048433078,0.7697187875,44.1240069279,0.0000000003,0.0000000008,38.0386226728,0.0000000010,0.0000000026,124.7666823667,0.8154102903,0.2979399287,2.2043558803,46.7432650463,17.0793589672,126.3643498237,-0.0879928834,0.1387912115,0.4227113646,-5.0441780282,7.9561841003,24.2318616634
3.9000000000,9071.9757537747,29756.0804723809,995.6088652290,0.0008991387,74.1310789351,0.1256391226,-1.1523808736,-66.0600500802,0.7706374179,44.1766672683,0.0000000003,0.0000000008,38.1364098563,0.0000000010,0.0000000026,125.0874243287,0.8157246011,0.2958114636,2.2084379586,46.7612828652,16.9573450456,126.5983543127,-0.0879745131,0.1378565914,0.4223773914,-5.0431249521,7.9026071485,24.2127167033
3.9100000000,9071.5939007401,29754.8279944276,995.6142393550,0.0008991800,74.3211615968,0.1259605994,-1.1551045334,-66.2161834435,0.7715434194,44.2286036577,0.0000000003,0.0000000008,38.2341970516,0.0000000010,0.0000000026,125.4081663293,0.8160270610,0.2936778374,2.2125072015,46.7786213324,16.8350352633,126.8316230172,-0.0879530882,0.1369248565,0.4220421686,-5.0418967738,7.8491955952,24.1935001126
3.9200000000,9071.2110698336,29753.5723090542,995.6196272433,0.0008992214,74.5112442813,0.1262820709,-1.1578441896,-66.3732337998,0.7724367573,44.2798141137,0.0000000003,0.0000000008,38.3319842586,0.0000000010,0.0000000026,125.7289083683,0.8163177464,0.2915391307,2.2165636745,46.7952848266,16.7124342419,127.0641596834,-0.0879286289,0.1359960273,0.4217056983,-5.0404946491,7.7959506070,24.1742120066
3.9300000000,9070.8272610549,29752.3134162601,995.6250288939,0.0008992630,74.7013269887,0.1266035373,-1.1605996732,-66.5311914598,0.7733173981,44.3302967044,0.0000000003,0.0000000008,38.4297714774,0.0000000010,0.0000000026,126.0496504460,0.8165967337,0.2893954235,2.2206074430,46.8112777272,16.5895465728,127.2959680703,-0.0879011554,0.1350701237,0.4213679826,-5.0389197376,7.7428733336,24.1548525051
3.9400000000,9070.4424744040,29751.0513160451,995.6304443070,0.0008993046,74.8914097190,0.1269249984,-1.1633708137,-66.6900466443,0.7741853088,44.3800495481,0.0000000003,0.0000000008,38.5275587080,0.0000000010,0.0000000026,126.3703925623,0.8168640992,0.2872467956,2.2246385729,46.8266044130,16.4663768171,127.5270519484,-0.0878706881,0.1341471656,0.4210290236,-5.0371732021,7.6899649083,24.1354217329
3.9500000000,9070.0567098807,29749.7860084087,995.6358734824,0.0008993463,75.0814924724,0.1272464543,-1.1661574388,-66.8497894856,0.7750404575,44.4290708140,0.0000000003,0.0000000008,38.6253459505,0.0000000010,0.0000000027,126.6911347176,0.8171199193,0.2850933258,2.2286571301,46.8412692620,16.3429295062,127.7574150990,-0.0878372472,0.1332271725,0.4206888235,-5.0352562086,7.6372264478,24.1159198192
3.9600000000,9069.6699674850,29748.5174933506,995.6413164203,0.0008993881,75.2715752488,0.1275679050,-1.1689593750,-67.0104100291,0.7758828133,44.4773587231,0.0000000003,0.0000000008,38.7231332048,0.0000000010,0.0000000027,127.0118769117,0.8173642705,0.2829350928,2.2326631807,46.8552766504,16.2192091416,127.9870613136,-0.0878008532,0.1323101635,0.4203473848,-5.0331699266,7.5846590520,24.0963468982
3.9700000000,9069.2822472166,29747.2457708704,995.6467731205,0.0008994301,75.4616580483,0.1278893505,-1.1717764470,-67.1718982345,0.7767123459,44.5249115482,0.0000000003,0.0000000008,38.8209204710,0.0000000010,0.0000000027,127.3326191448,0.8175972288,0.2807721745,2.2366567911,46.8686309518,16.0952201947,128.2159943933,-0.0877615264,0.1313961575,0.4200047098,-5.0309155284,7.5322638047,24.0767031086
3.9800000000,9068.8935490755,29745.9708409676,995.6522435831,0.0008994721,75.6517408711,0.1282107907,-1.1746084783,-67.3342439771,0.7775290262,44.5717276145,0.0000000003,0.0000000008,38.9187077491,0.0000000010,0.0000000027,127.6533614171,0.8178188707,0.2786046484,2.2406380277,46.8813365368,15.9709671076,128.4442181480,-0.0877192875,0.1304851731,0.4196608010,-5.0284941895,7.4800417727,24.0569885936
3.9900000000,9068.5038730616,29744.6927036419,995.6577278082,0.0008995142,75.8418237170,0.1285322256,-1.1774552908,-67.4974370501,0.7783328258,44.6178053001,0.0000000003,0.0000000008,39.0164950392,0.0000000010,0.0000000027,127.9741037286,0.8180292722,0.2764325916,2.2446069571,46.8933977721,15.8464542927,128.6717363956,-0.0876741570,0.1295772288,0.4193156611,-5.0259070882,7.4279940064,24.0372035008
4.0000000000,9068.1132191747,29743.4113588929,995.6632257956,0.0008995565,76.0319065863,0.1288536553,-1.1803167050,-67.6614671653,0.7791237174,44.6631430363,0.0000000003,0.0000000008,39.1142823413,0.0000000010,0.0000000027,128.2948460794,0.8182285096,0.2742560803,2.2485636461,46.9048190198,15.7216861331,128.8985529617,-0.0876261554,0.1286723424,0.4189692926,-5.0231554055,7.3761215400,24.0173479825
4.0100000000,9067.7215874147,29742.1268067202,995.6687375454,0.0008995988,76.2219894789,0.1291750796,-1.1831925401,-67.8263239554,0.7799016746,44.7077393084,0.0000000003,0.0000000008,39.2120696554,0.0000000010,0.0000000027,128.6155884697,0.8184166587,0.2720751907,2.2525081615,46.9156046372,15.5966669825,129.1246716788,-0.0875753035,0.1277705318,0.4186216983,-5.0202403252,7.3244253907,23.9974221951
4.0200000000,9067.3289777815,29740.8390471234,995.6742630576,0.0008996413,76.4120723950,0.1294964987,-1.1860826139,-67.9919969752,0.7806666719,44.7515926555,0.0000000003,0.0000000008,39.3098569815,0.0000000010,0.0000000027,128.9363308994,0.8185937955,0.2698899981,2.2564405703,46.9257589754,15.4714011655,129.3500963855,-0.0875216218,0.1268718144,0.4182728810,-5.0171630336,7.2729065595,23.9774262995
4.0300000000,9066.9353902750,29739.5480801021,995.6798023322,0.0008996839,76.6021553345,0.1298179124,-1.1889867428,-68.1584757035,0.7814186847,44.7947016714,0.0000000003,0.0000000008,39.4076443197,0.0000000010,0.0000000027,129.2570733688,0.8187599957,0.2677005775,2.2603609395,46.9352863794,15.3458929776,129.5748309260,-0.0874651312,0.1259762074,0.4179228436,-5.0139247195,7.2215660310,23.9573604609
4.0400000000,9066.5408248951,29738.2539056559,995.6853553692,0.0008997265,76.7922382975,0.1301393208,-1.1919047421,-68.3257495447,0.7821576895,44.8370650049,0.0000000003,0.0000000008,39.5054316701,0.0000000010,0.0000000027,129.5778158778,0.8189153352,0.2655070033,2.2642693363,46.9441911872,15.2201466854,129.7988791498,-0.0874058525,0.1250837277,0.4175715890,-5.0105265741,7.1704047732,23.9372248484
4.0500000000,9066.1452816416,29736.9565237844,995.6909221686,0.0008997693,76.9823212842,0.1304607238,-1.1948364255,-68.4938078307,0.7828836637,44.8786813600,0.0000000003,0.0000000008,39.6032190325,0.0000000010,0.0000000027,129.8985584267,0.8190598893,0.2633093494,2.2681658279,46.9524777289,15.0941665268,130.0222449105,-0.0873438064,0.1241943919,0.4172191203,-5.0069697908,7.1194237377,23.9170196356
4.0600000000,9065.7487605144,29735.6559344872,995.6965027304,0.0008998122,77.1724042945,0.1307821215,-1.1977816058,-68.6626398226,0.7835965857,44.9195494963,0.0000000003,0.0000000008,39.7010064072,0.0000000010,0.0000000027,130.2193010155,0.8191937335,0.2611076893,2.2720504816,46.9601503268,14.9679567110,130.2449320659,-0.0872790137,0.1233082162,0.4168654406,-5.0032555651,7.0686238598,23.8967450000
4.0700000000,9065.3512615134,29734.3521377640,995.7020970547,0.0008998552,77.3624873285,0.1311035138,-1.2007400944,-68.8322347126,0.7842964347,44.9596682295,0.0000000003,0.0000000008,39.7987937940,0.0000000010,0.0000000027,130.5400436443,0.8193169430,0.2589020959,2.2759233648,46.9672132942,14.8415214188,130.4669444768,-0.0872114955,0.1224252168,0.4165105529,-4.9993850947,7.0180060584,23.8764011233
4.0800000000,9064.9527846385,29733.0451336142,995.7077051413,0.0008998983,77.5525703863,0.1314249007,-1.2037117017,-69.0025816256,0.7849831911,44.9990364316,0.0000000003,0.0000000008,39.8965811930,0.0000000010,0.0000000027,130.8607863131,0.8194295930,0.2566926416,2.2797845448,46.9736709353,14.7148648026,130.6882860069,-0.0871412727,0.1215454093,0.4161544607,-4.9953595792,6.9675712360,23.8559881908
4.0900000000,9064.5533298895,29731.7349220376,995.7133269903,0.0008999415,77.7426534679,0.1317462823,-1.2066962367,-69.1736696214,0.7856568362,45.0376530311,0.0000000003,0.0000000008,39.9943686043,0.0000000010,0.0000000027,131.1815290222,0.8195317583,0.2544793983,2.2836340891,46.9795275443,14.5879909865,130.9089605221,-0.0870683661,0.1206688093,0.4157971671,-4.9911802199,6.9173202789,23.8355063922
4.1000000000,9064.1528972664,29730.4215030336,995.7189626018,0.0008999848,77.9327365734,0.1320676584,-1.2096935076,-69.3454876966,0.7863173524,45.0755170138,0.0000000003,0.0000000008,40.0921560279,0.0000000010,0.0000000027,131.5022717716,0.8196235136,0.2522624376,2.2874720652,46.9847874050,14.4609040667,131.1289718899,-0.0869927967,0.1197954319,0.4154386755,-4.9868482202,6.8672540570,23.8149559208
