u_mps,v_mps,w_mps,p_rps,q_rps,r_rps,phi_rad,theta_rad,psi_rad,p1_n_m,p2_n_m,p3_n_m
168.9452297749,-18.0943971652,209.9487515522,-0.0000000000,-0.0000000000,0.0000042958,-0.0859723860,-0.6757921567,4.3328348795,2430.9896052956,-397.1326231091,-5418.4829563805
169.0064667073,-18.1009630777,210.0248518358,-0.0000000000,-0.0000000000,0.0000042514,-0.0859724201,-0.6757921530,4.3328349341,2432.7915695783,-397.4717837740,-5415.7815711766
169.0677036991,-18.1075289264,210.1009521841,-0.0000000000,-0.0000000000,0.0000042075,-0.0859724539,-0.6757921494,4.3328349881,2434.5941868291,-397.8110673501,-5413.0792069766
169.1289407503,-18.1140947119,210.1770525970,-0.0000000000,-0.0000000000,0.0000041640,-0.0859724873,-0.6757921458,4.3328350416,2436.3974570492,-398.1504738376,-5410.3758637796
169.1901778609,-18.1206604348,210.2531530747,-0.0000000000,-0.0000000000,0.0000041209,-0.0859725204,-0.6757921422,4.3328350945,2438.2013802397,-398.4900032366,-5407.6715415849
169.2514150307,-18.1272260957,210.3292536170,-0.0000000000,-0.0000000000,0.0000040782,-0.0859725532,-0.6757921387,4.3328351468,2440.0059564021,-398.8296555472,-5404.9662403915
169.3126522598,-18.1337916954,210.4053542241,-0.0000000000,-0.0000000000,0.0000040359,-0.0859725856,-0.6757921352,4.3328351986,2441.8111855374,-399.1694307695,-5402.2599601986
169.3738895482,-18.1403572343,210.4814548959,-0.0000000000,-0.0000000000,0.0000039941,-0.0859726176,-0.6757921318,4.3328352499,2443.6170676470,-399.5093289037,-5399.5527010054
169.4351268956,-18.1469227132,210.5575556325,-0.0000000000,-0.0000000000,0.0000039526,-0.0859726494,-0.6757921284,4.3328353006,2445.4236027320,-399.8493499499,-5396.8444628112
169.4963643022,-18.1534881326,210.6336564338,-0.0000000000,-0.0000000000,0.0000039116,-0.0859726808,-0.6757921250,4.3328353509,2447.2307907937,-400.1894939083,-5394.1352456149
169.5576017679,-18.1600534931,210.7097573001,-0.0000000000,-0.0000000000,0.0000038709,-0.0859727119,-0.6757921217,4.3328354005,2449.0386318334,-400.5297607789,-5391.4250494158
169.6188392925,-18.1666187954,210.7858582311,-0.0000000000,-0.0000000000,0.0000038307,-0.0859727426,-0.6757921184,4.3328354497,2450.8471258521,-400.8701505618,-5388.7138742131
169.6800768762,-18.1731840401,210.8619592271,-0.0000000000,-0.0000000000,0.0000037908,-0.0859727731,-0.6757921151,4.3328354984,2452.6562728512,-401.2106632573,-5386.0017200060
169.7413145188,-18.1797492276,210.9380602879,-0.0000000000,-0.0000000000,0.0000037513,-0.0859728032,-0.6757921119,4.3328355465,2454.4660728318,-401.5512988654,-5383.2885867935
169.8025522202,-18.1863143587,211.0141614137,-0.0000000000,-0.0000000000,0.0000037123,-0.0859728330,-0.6757921086,4.3328355942,2456.2765257951,-401.8920573862,-5380.5744745749
169.8637899805,-18.1928794339,211.0902626043,-0.0000000000,-0.0000000000,0.0000036736,-0.0859728625,-0.6757921055,4.3328356413,2458.0876317423,-402.2329388200,-5377.8593833494
169.9250277997,-18.1994444538,211.1663638600,-0.0000000000,-0.0000000000,0.0000036352,-0.0859728917,-0.6757921023,4.3328356880,2459.8993906746,-402.5739431667,-5375.1433131160
169.9862656775,-18.2060094190,211.2424651807,-0.0000000000,-0.0000000000,0.0000035973,-0.0859729206,-0.6757920992,4.3328357342,2461.7118025932,-402.9150704266,-5372.4262638740
170.0475036141,-18.2125743299,211.3185665663,-0.0000000000,-0.0000000000,0.0000035597,-0.0859729492,-0.6757920962,4.3328357799,2463.5248674991,-403.2563205997,-5369.7082356225
170.1087416094,-18.2191391872,211.3946680170,-0.0000000000,-0.0000000000,0.0000035225,-0.0859729774,-0.6757920931,4.3328358251,2465.3385853937,-403.5976936862,-5366.9892283607
170.1699796633,-18.2257039915,211.4707695328,-0.0000000000,-0.0000000000,0.0000034857,-0.0859730054,-0.6757920901,4.3328358698,2467.1529562780,-403.9391896862,-5364.2692420877
170.2312177758,-18.2322687433,211.5468711136,-0.0000000000,-0.0000000000,0.0000034492,-0.0859730331,-0.6757920871,4.3328359141,2468.9679801533,-404.2808085998,-5361.5482768028
170.2924559468,-18.2388334431,211.6229727595,-0.0000000000,-0.0000000000,0.0000034131,-0.0859730605,-0.6757920842,4.3328359579,2470.7836570206,-404.6225504272,-5358.8263325050
170.3536941764,-18.2453980915,211.6990744706,-0.0000000000,-0.0000000000,0.0000033773,-0.0859730876,-0.6757920813,4.3328360013,2472.5999868810,-404.9644151684,-5356.1034091935
170.4149324645,-18.2519626890,211.7751762468,-0.0000000000,-0.0000000000,0.0000033419,-0.0859731145,-0.6757920784,4.3328360442,2474.4169697359,-405.3064028237,-5353.3795068676
170.4761708110,-18.2585272361,211.8512780882,-0.0000000000,-0.0000000000,0.0000033068,-0.0859731410,-0.6757920755,4.3328360866,2476.2346055861,-405.6485133930,-5350.6546255263
170.5374092159,-18.2650917334,211.9273799948,-0.0000000000,-0.0000000000,0.0000032721,-0.0859731673,-0.6757920727,4.3328361286,2478.0528944330,-405.9907468767,-5347.9287651688
170.5986476791,-18.2716561815,212.0034819667,-0.0000000000,-0.0000000000,0.0000032377,-0.0859731933,-0.6757920699,4.3328361702,2479.8718362776,-406.3331032746,-5345.2019257944
170.6598862007,-18.2782205807,212.0795840037,-0.0000000000,-0.0000000000,0.0000032037,-0.0859732190,-0.6757920671,4.3328362113,2481.6914311211,-406.6755825871,-5342.4741074020
170.7211247806,-18.2847849318,212.1556861061,-0.0000000000,-0.0000000000,0.0000031699,-0.0859732445,-0.6757920644,4.3328362520,2483.5116789644,-407.0181848142,-5339.7453099910
170.7823634188,-18.2913492350,212.2317882737,-0.0000000000,-0.0000000000,0.0000031366,-0.0859732697,-0.6757920617,4.3328362923,2485.3325798089,-407.3609099560,-5337.0155335604
170.8436021151,-18.2979134910,212.3078905067,-0.0000000000,-0.0000000000,0.0000031035,-0.0859732946,-0.6757920590,4.3328363321,2487.1541336555,-407.7037580127,-5334.2847781094
170.9048408697,-18.3044777003,212.3839928050,-0.0000000000,-0.0000000000,0.0000030708,-0.0859733193,-0.6757920564,4.3328363716,2488.9763405053,-408.0467289844,-5331.5530436373
170.9660796824,-18.3110418633,212.4600951686,-0.0000000000,-0.0000000000,0.0000030384,-0.0859733437,-0.6757920538,4.3328364106,2490.7992003595,-408.3898228712,-5328.8203301430
171.0273185533,-18.3176059806,212.5361975977,-0.0000000000,-0.0000000000,0.0000030063,-0.0859733678,-0.6757920512,4.3328364492,2492.6227132191,-408.7330396732,-5326.0866376259
171.0885574822,-18.3241700526,212.6123000921,-0.0000000000,-0.0000000000,0.0000029746,-0.0859733917,-0.6757920486,4.3328364873,2494.4468790853,-409.0763793906,-5323.3519660850
171.1497964692,-18.3307340799,212.6884026520,-0.0000000000,-0.0000000000,0.0000029432,-0.0859734153,-0.6757920460,4.3328365251,2496.2716979590,-409.4198420234,-5320.6163155195
171.2110355142,-18.3372980628,212.7645052774,-0.0000000000,-0.0000000000,0.0000029120,-0.0859734387,-0.6757920435,4.3328365625,2498.0971698414,-409.7634275719,-5317.8796859287
171.2722746172,-18.3438620020,212.8406079682,-0.0000000000,-0.0000000000,0.0000028812,-0.0859734618,-0.6757920410,4.3328365995,2499.9232947335,-410.1071360360,-5315.1420773115
171.3335137781,-18.3504258978,212.9167107246,-0.0000000000,-0.0000000000,0.0000028507,-0.0859734847,-0.6757920386,4.3328366361,2501.7500726365,-410.4509674160,-5312.4034896673
171.3947529970,-18.3569897507,212.9928135464,-0.0000000000,-0.0000000000,0.0000028205,-0.0859735074,-0.6757920362,4.3328366723,2503.5775035513,-410.7949217120,-5309.6639229950
171.4559922738,-18.3635535612,213.0689164339,-0.0000000000,-0.0000000000,0.0000027906,-0.0859735298,-0.6757920337,4.3328367081,2505.4055874790,-411.1389989240,-5306.9233772940
171.5172316084,-18.3701173297,213.1450193869,-0.0000000000,-0.0000000000,0.0000027610,-0.0859735520,-0.6757920314,4.3328367436,2507.2343244206,-411.4831990523,-5304.1818525634
171.5784710009,-18.3766810568,213.2211224055,-0.0000000000,-0.0000000000,0.0000027317,-0.0859735739,-0.6757920290,4.3328367787,2509.0637143773,-411.8275220969,-5301.4393488023
171.6397104512,-18.3832447428,213.2972254897,-0.0000000000,-0.0000000000,0.0000027026,-0.0859735956,-0.6757920267,4.3328368133,2510.8937573501,-412.1719680579,-5298.6958660098
171.7009499593,-18.3898083882,213.3733286396,-0.0000000000,-0.0000000000,0.0000026739,-0.0859736171,-0.6757920244,4.3328368477,2512.7244533399,-412.5165369355,-5295.9514041852
171.7621895251,-18.3963719934,213.4494318551,-0.0000000000,-0.0000000000,0.0000026455,-0.0859736383,-0.6757920221,4.3328368816,2514.5558023478,-412.8612287298,-5293.2059633275
171.8234291486,-18.4029355590,213.5255351364,-0.0000000000,-0.0000000000,0.0000026173,-0.0859736593,-0.6757920198,4.3328369152,2516.3878043749,-413.2060434409,-5290.4595434360
171.8846688299,-18.4094990852,213.6016384833,-0.0000000000,-0.0000000000,0.0000025894,-0.0859736801,-0.6757920176,4.3328369485,2518.2204594222,-413.5509810689,-5287.7121445098
171.9459085688,-18.4160625727,213.6777418960,-0.0000000000,-0.0000000000,0.0000025618,-0.0859737007,-0.6757920154,4.3328369814,2520.0537674907,-413.8960416140,-5284.9637665481
172.0071483654,-18.4226260217,213.7538453745,-0.0000000000,-0.0000000000,0.0000025345,-0.0859737211,-0.6757920132,4.3328370139,2521.8877285813,-414.2412250763,-5282.2144095499
172.0683882195,-18.4291894327,213.8299489187,-0.0000000000,-0.0000000000,0.0000025074,-0.0859737412,-0.6757920110,4.3328370461,2523.7223426952,-414.5865314558,-5279.4640735145
172.1296281313,-18.4357528061,213.9060525288,-0.0000000000,-0.0000000000,0.0000024807,-0.0859737611,-0.6757920089,4.3328370780,2525.5576098334,-414.9319607528,-5276.7127584410
172.1908681006,-18.4423161424,213.9821562047,-0.0000000000,-0.0000000000,0.0000024541,-0.0859737808,-0.6757920068,4.3328371095,2527.3935299967,-415.2775129673,-5273.9604643286
172.2521081275,-18.4488794420,214.0582599464,-0.0000000000,-0.0000000000,0.0000024279,-0.0859738003,-0.6757920047,4.3328371406,2529.2301031863,-415.6231880995,-5271.2071911764
172.3133482119,-18.4554427052,214.1343637541,-0.0000000000,-0.0000000000,0.0000024019,-0.0859738196,-0.6757920026,4.3328371715,2531.0673294032,-415.9689861494,-5268.4529389835
172.3745883537,-18.4620059325,214.2104676276,-0.0000000000,-0.0000000000,0.0000023762,-0.0859738387,-0.6757920005,4.3328372020,2532.9052086482,-416.3149071173,-5265.6977077492
172.4358285530,-18.4685691243,214.2865715671,-0.0000000000,-0.0000000000,0.0000023507,-0.0859738576,-0.6757919985,4.3328372322,2534.7437409225,-416.6609510032,-5262.9414974726
172.4970688098,-18.4751322810,214.3626755725,-0.0000000000,-0.0000000000,0.0000023255,-0.0859738763,-0.6757919965,4.3328372620,2536.5829262269,-417.0071178072,-5260.1843081527
172.5583091240,-18.4816954029,214.4387796439,-0.0000000000,-0.0000000000,0.0000023006,-0.0859738947,-0.6757919945,4.3328372915,2538.4227645625,-417.3534075294,-5257.4261397889
172.6195494956,-18.4882584906,214.5148837813,-0.0000000000,-0.0000000000,0.0000022759,-0.0859739130,-0.6757919925,4.3328373208,2540.2632559303,-417.6998201701,-5254.6669923802
172.6807899246,-18.4948215442,214.5909879847,-0.0000000000,-0.0000000000,0.0000022514,-0.0859739311,-0.6757919906,4.3328373497,2542.1044003312,-418.0463557292,-5251.9068659257
172.7420304109,-18.5013845644,214.6670922542,-0.0000000000,-0.0000000000,0.0000022272,-0.0859739490,-0.6757919887,4.3328373783,2543.9461977662,-418.3930142069,-5249.1457604247
172.8032709545,-18.5079475513,214.7431965897,-0.0000000000,-0.0000000000,0.0000022033,-0.0859739667,-0.6757919868,4.3328374066,2545.7886482362,-418.7397956034,-5246.3836758763
172.8645115555,-18.5145105054,214.8193009913,-0.0000000000,-0.0000000000,0.0000021796,-0.0859739842,-0.6757919849,4.3328374345,2547.6317517423,-419.0866999188,-5243.6206122796
172.9257522137,-18.5210734272,214.8954054591,-0.0000000000,-0.0000000000,0.0000021561,-0.0859740015,-0.6757919830,4.3328374622,2549.4755082853,-419.4337271531,-5240.8565696337
172.9869929292,-18.5276363169,214.9715099930,-0.0000000000,-0.0000000000,0.0000021328,-0.0859740186,-0.6757919812,4.3328374896,2551.3199178663,-419.7808773065,-5238.0915479379
173.0482337019,-18.5341991749,215.0476145930,-0.0000000000,-0.0000000000,0.0000021098,-0.0859740356,-0.6757919794,4.3328375167,2553.1649804861,-420.1281503791,-5235.3255471913
173.1094745319,-18.5407620016,215.1237192593,-0.0000000000,-0.0000000000,0.0000020871,-0.0859740523,-0.6757919776,4.3328375435,2555.0106961458,-420.4755463711,-5232.5585673930
173.1707154191,-18.5473247973,215.1998239917,-0.0000000000,-0.0000000000,0.0000020645,-0.0859740689,-0.6757919758,4.3328375700,2556.8570648462,-420.8230652825,-5229.7906085422
173.2319563635,-18.5538875624,215.2759287904,-0.0000000000,-0.0000000000,0.0000020422,-0.0859740853,-0.6757919740,4.3328375962,2558.7040865884,-421.1707071134,-5227.0216706380
173.2931973650,-18.5604502973,215.3520336553,-0.0000000000,-0.0000000000,0.0000020201,-0.0859741015,-0.6757919723,4.3328376222,2560.5517613732,-421.5184718641,-5224.2517536795
173.3544384237,-18.5670130023,215.4281385866,-0.0000000000,-0.0000000000,0.0000019983,-0.0859741176,-0.6757919706,4.3328376478,2562.4000892016,-421.8663595346,-5221.4808576660
173.4156795395,-18.5735756778,215.5042435841,-0.0000000000,-0.0000000000,0.0000019767,-0.0859741335,-0.6757919688,4.3328376732,2564.2490700745,-422.2143701250,-5218.7089825965
173.4769207124,-18.5801383241,215.5803486480,-0.0000000000,-0.0000000000,0.0000019552,-0.0859741492,-0.6757919672,4.3328376983,2566.0987039928,-422.5625036354,-5215.9361284703
173.5381619424,-18.5867009416,215.6564537782,-0.0000000000,-0.0000000000,0.0000019340,-0.0859741647,-0.6757919655,4.3328377231,2567.9489909575,-422.9107600660,-5213.1622952864
173.5994032295,-18.5932635305,215.7325589747,-0.0000000000,-0.0000000000,0.0000019131,-0.0859741801,-0.6757919638,4.3328377477,2569.7999309695,-423.2591394169,-5210.3874830440
173.6606445737,-18.5998260912,215.8086642377,-0.0000000000,-0.0000000000,0.0000018923,-0.0859741952,-0.6757919622,4.3328377720,2571.6515240297,-423.6076416882,-5207.6116917423
173.7218859749,-18.6063886242,215.8847695671,-0.0000000000,-0.0000000000,0.0000018717,-0.0859742103,-0.6757919606,4.3328377960,2573.5037701389,-423.9562668800,-5204.8349213803
173.7831274331,-18.6129511296,215.9608749630,-0.0000000000,-0.0000000000,0.0000018514,-0.0859742252,-0.6757919590,4.3328378198,2575.3566692983,-424.3050149925,-5202.0571719573
173.8443689484,-18.6195136078,216.0369804253,-0.0000000000,-0.0000000000,0.0000018313,-0.0859742399,-0.6757919574,4.3328378433,2577.2102215085,-424.6538860257,-5199.2784434724
173.9056105206,-18.6260760592,216.1130859541,-0.0000000000,-0.0000000000,0.0000018113,-0.0859742544,-0.6757919558,4.3328378666,2579.0644267706,-425.0028799797,-5196.4987359247
173.9668521499,-18.6326384841,216.1891915495,-0.0000000000,-0.0000000000,0.0000017916,-0.0859742688,-0.6757919543,4.3328378896,2580.9192850854,-425.3519968548,-5193.7180493134
174.0280938361,-18.6392008827,216.2652972113,-0.0000000000,-0.0000000000,0.0000017721,-0.0859742830,-0.6757919528,4.3328379123,2582.7747964539,-425.7012366510,-5190.9363836376
174.0893355792,-18.6457632555,216.3414029398,-0.0000000000,-0.0000000000,0.0000017527,-0.0859742971,-0.6757919513,4.3328379348,2584.6309608768,-426.0505993684,-5188.1537388965
174.1505773793,-18.6523256026,216.4175087348,-0.0000000000,-0.0000000000,0.0000017336,-0.0859743110,-0.6757919498,4.3328379571,2586.4877783552,-426.4000850071,-5185.3701150892
174.2118192363,-18.6588879245,216.4936145964,-0.0000000000,-0.0000000000,0.0000017147,-0.0859743248,-0.6757919483,4.3328379791,2588.3452488900,-426.7496935674,-5182.5855122148
174.2730611502,-18.6654502215,216.5697205247,-0.0000000000,-0.0000000000,0.0000016960,-0.0859743384,-0.6757919468,4.3328380009,2590.2033724819,-427.0994250492,-5179.7999302725
174.3343031210,-18.6720124937,216.6458265196,-0.0000000000,-0.0000000000,0.0000016774,-0.0859743519,-0.6757919454,4.3328380224,2592.0621491319,-427.4492794526,-5177.0133692615
174.3955451487,-18.6785747416,216.7219325812,-0.0000000000,-0.0000000000,0.0000016591,-0.0859743652,-0.6757919439,4.3328380437,2593.9215788408,-427.7992567780,-5174.2258291808
174.4567872333,-18.6851369655,216.7980387096,-0.0000000000,-0.0000000000,0.0000016409,-0.0859743784,-0.6757919425,4.3328380648,2595.7816616097,-428.1493570252,-5171.4373100297
174.5180293747,-18.6916991656,216.8741449046,-0.0000000000,-0.0000000000,0.0000016229,-0.0859743914,-0.6757919411,4.3328380856,2597.6423974392,-428.4995801945,-5168.6478118072
174.5792715730,-18.6982613422,216.9502511664,-0.0000000000,-0.0000000000,0.0000016051,-0.0859744043,-0.6757919397,4.3328381062,2599.5037863303,-428.8499262860,-5165.8573345125
174.6405138280,-18.7048234957,217.0263574950,-0.0000000000,-0.0000000000,0.0000015875,-0.0859744171,-0.6757919384,4.3328381266,2601.3658282838,-429.2003952997,-5163.0658781448
174.7017561400,-18.7113856262,217.1024638903,-0.0000000000,-0.0000000000,0.0000015701,-0.0859744297,-0.6757919370,4.3328381468,2603.2285233007,-429.5509872359,-5160.2734427031
174.7629985087,-18.7179477342,217.1785703525,-0.0000000000,-0.0000000000,0.0000015529,-0.0859744422,-0.6757919357,4.3328381667,2605.0918713818,-429.9017020945,-5157.4800281867
174.8242409342,-18.7245098198,217.2546768816,-0.0000000000,-0.0000000000,0.0000015358,-0.0859744545,-0.6757919343,4.3328381864,2606.9558725279,-430.2525398759,-5154.6856345946
174.8854834165,-18.7310718834,217.3307834775,-0.0000000000,-0.0000000000,0.0000015189,-0.0859744667,-0.6757919330,4.3328382059,2608.8205267400,-430.6035005799,-5151.8902619260
174.9467259556,-18.7376339253,217.4068901403,-0.0000000000,-0.0000000000,0.0000015022,-0.0859744788,-0.6757919317,4.3328382252,2610.6858340188,-430.9545842069,-5149.0939101801
175.0079685515,-18.7441959456,217.4829968700,-0.0000000000,-0.0000000000,0.0000014856,-0.0859744907,-0.6757919304,4.3328382443,2612.5517943652,-431.3057907568,-5146.2965793560
175.0692112041,-18.7507579448,217.5591036666,-0.0000000000,-0.0000000000,0.0000014693,-0.0859745025,-0.6757919292,4.3328382632,2614.4184077800,-431.6571202298,-5143.4982694528
175.1304539134,-18.7573199230,217.6352105303,-0.0000000000,-0.0000000000,0.0000014531,-0.0859745142,-0.6757919279,4.3328382818,2616.2856742642,-432.0085726261,-5140.6989804696
175.1916966795,-18.7638818806,217.7113174609,-0.0000000000,-0.0000000000,0.0000014370,-0.0859745257,-0.6757919267,4.3328383003,2618.1535938186,-432.3601479457,-5137.8987124057
175.2529395023,-18.7704438177,217.7874244585,-0.0000000000,-0.0000000000,0.0000014212,-0.0859745371,-0.6757919255,4.3328383185,2620.0221664440,-432.7118461888,-5135.0974652601
175.3141823819,-18.7770057347,217.8635315231,-0.0000000000,-0.0000000000,0.0000014055,-0.0859745484,-0.6757919242,4.3328383366,2621.8913921412,-433.0636673554,-5132.2952390319
175.3754253181,-18.7835676318,217.9396386548,-0.0000000000,-0.0000000000,0.0000013899,-0.0859745596,-0.6757919230,4.3328383544,2623.7612709111,-433.4156114457,-5129.4920337204
175.4366683111,-18.7901295093,218.0157458536,-0.0000000000,-0.0000000000,0.0000013746,-0.0859745706,-0.6757919219,4.3328383721,2625.6318027545,-433.7676784599,-5126.6878493247
